Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Macao SAR, China",MAC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4549.02,4342.34,4796.93,4804.68,5183.06,6352.52,7135.12,8130.40,9442.49,10647.57,13564.13,15304.29,16704.90,18277.04,18244.36,18107.66,16595.29,15649.66,15835.99,15665.30,16424.93,17921.10,22568.31,25183.13,30121.56,36550.51,40810.83,41010.07,52473.19,66891.28,76572.15,89260.76,93022.88,74818.95,73545.76,81019.47,87526.08,86197.37,39403.14
St. Martin (French part),MAF,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Morocco,MAR,164.80,158.92,181.18,196.53,201.26,206.45,196.31,202.86,212.75,232.13,246.02,265.21,302.56,364.64,439.01,502.76,524.18,590.23,690.17,809.63,1078.84,861.80,836.44,750.02,668.39,660.95,840.01,920.59,1066.33,1071.18,1206.01,1266.85,1299.42,1199.32,1326.94,1432.31,1561.13,1396.77,1472.39,1447.97,1334.94,1339.29,1416.49,1725.46,1952.90,2018.03,2196.01,2499.26,2890.36,2866.92,2839.93,3046.95,2912.66,3121.68,3171.70,2875.26,2896.72,3035.45,3226.98,3235.00,3058.69
Monaco,MCO,null,null,null,null,null,null,null,null,null,null,12478.13,13812.72,16735.01,21417.58,22712.94,28247.55,28810.87,31430.43,38349.40,45845.11,51515.06,44369.56,41371.88,38893.30,36382.97,37552.06,52158.68,63077.77,68441.25,68583.60,84303.88,83721.99,91670.60,85397.33,89378.04,101866.60,101212.00,90833.30,92999.25,91283.26,82365.49,83724.47,90506.86,108656.80,123523.49,124197.28,134048.62,169966.31,185785.73,154775.38,150737.89,169016.20,157520.22,177673.75,189432.37,165989.51,170028.66,167517.06,185978.61,189487.15,173688.19
Moldova,MDA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,593.77,575.32,657.49,578.91,399.62,440.67,507.56,570.97,682.53,897.45,1034.71,1183.38,1531.69,2111.20,1899.01,2437.53,2942.26,3045.74,3322.04,3328.80,2732.46,2880.44,3509.69,4230.36,4491.69,4547.06
Madagascar,MDG,131.99,133.85,138.12,138.41,142.66,144.48,152.11,157.48,165.48,165.01,169.07,177.50,193.13,231.44,261.04,302.15,280.68,294.93,324.38,408.94,596.77,530.50,518.18,493.09,399.34,377.86,420.01,301.74,291.21,281.81,338.95,272.52,302.00,320.56,269.56,284.82,354.74,297.12,297.25,279.92,293.61,334.44,319.22,368.80,284.49,319.54,338.75,438.66,536.35,467.54,471.96,531.27,518.15,541.07,530.86,467.24,475.96,515.29,523.95,522.99,471.49
Maldives,MDV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,268.30,273.36,282.08,328.10,598.88,671.05,722.92,695.60,803.26,875.35,963.64,1063.78,1205.71,1329.03,1432.18,1569.93,1737.73,1926.29,2011.94,2154.27,2234.60,3038.78,3049.21,3476.01,3941.43,3640.01,4809.93,5574.40,6614.24,6636.54,7076.74,7291.47,7265.72,7928.48,8499.31,9033.41,9209.44,9577.35,10279.08,10561.61,6924.11
Middle East & North Africa,MEA,null,null,null,null,null,null,null,null,339.06,364.98,401.40,462.25,545.01,717.99,1304.27,1402.16,1722.53,1945.30,2015.82,2566.02,3219.53,3226.86,3117.09,3051.85,3011.41,2991.59,2977.28,2658.33,2445.87,2468.62,3150.53,2147.41,2305.72,2285.27,2356.32,2585.10,2862.84,2952.75,2832.58,3017.66,3318.57,3240.50,3163.88,3442.68,3988.37,4704.37,5385.30,6241.61,7619.10,6740.01,7702.31,8345.34,8850.06,8558.35,8433.72,7269.50,7161.03,7309.14,7502.18,7458.02,6534.40
Mexico,MEX,345.23,363.39,378.15,409.05,469.48,494.97,534.27,565.63,606.21,650.31,689.79,738.56,826.48,981.46,1242.09,1476.31,1453.67,1301.32,1589.27,2034.99,3027.38,3803.03,2597.98,2147.72,2478.21,2569.24,1733.91,1862.89,2247.98,2687.91,3112.27,3661.95,4170.62,5650.03,5854.42,3928.22,4412.12,5289.17,5481.18,6157.19,7157.81,7544.57,7593.14,7075.37,7484.49,8277.67,9068.29,9642.68,10016.57,8002.97,9271.40,10203.42,10241.73,10725.18,10928.92,9616.65,8744.52,9287.85,9686.98,9950.45,8329.27
Marshall Islands,MHL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,972.93,1047.64,1196.90,1234.66,1144.74,1392.35,1493.62,1603.19,1588.54,1660.34,1704.58,1849.30,1996.09,2152.21,2382.96,2194.21,2194.23,2229.71,2267.57,2272.68,2389.06,2515.62,2457.65,2431.17,2471.35,2537.72,2646.87,2704.46,2662.33,2846.07,3046.29,3181.62,3246.63,3185.26,3199.89,3491.00,3672.58,3793.55,4073.11,4129.85
Middle income,MIC,154.63,145.61,146.03,152.96,170.19,183.48,185.37,185.98,191.83,209.35,224.55,235.81,258.32,322.35,400.99,433.98,457.22,503.01,534.65,623.85,722.61,797.87,770.21,728.70,723.44,751.64,763.61,770.42,807.88,809.28,910.84,860.21,888.22,939.01,1017.94,1130.55,1219.56,1270.75,1212.56,1169.00,1257.47,1253.55,1268.17,1413.16,1658.48,1952.01,2290.32,2802.76,3315.56,3195.05,3835.40,4505.88,4743.40,4969.70,5074.02,4756.48,4733.85,5143.32,5401.50,5481.37,5216.95
North Macedonia,MKD,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2354.28,2477.68,1225.37,1352.03,1796.23,2373.38,2333.33,1959.56,1875.82,1915.39,1861.90,1823.02,1989.14,2440.48,2795.90,3072.68,3362.97,4079.39,4841.25,4584.71,4577.69,5098.10,4728.31,5241.06,5495.74,4861.55,5149.59,5450.49,6108.74,6070.39,5917.26
Mali,MLI,null,null,null,null,null,null,null,48.28,59.47,57.99,60.48,65.38,79.16,90.10,84.60,128.15,142.38,156.41,178.99,229.35,248.19,212.72,180.51,172.00,160.23,177.76,232.89,259.31,265.44,262.97,317.39,315.45,319.84,310.14,223.02,282.34,282.63,267.19,281.87,323.29,270.54,307.70,336.42,393.41,440.96,489.02,523.04,597.48,697.09,701.72,710.27,837.61,778.63,805.03,848.28,751.47,780.72,830.02,894.80,879.04,862.45
Malta,MLT,null,null,null,null,null,null,null,null,null,null,828.42,874.07,975.76,1143.62,1245.36,1560.11,1726.56,2037.90,2558.74,3195.55,3948.40,3898.24,3788.05,3527.04,3332.89,3322.42,4194.65,5083.67,5814.36,6040.61,7191.92,7558.28,8220.25,7296.31,8000.52,9857.48,10062.73,9909.89,10409.31,10633.60,10432.33,10402.23,11289.89,13669.50,15197.06,15888.17,16723.88,19485.87,22205.36,21083.28,21799.17,23155.55,22527.64,24771.08,26754.27,24921.60,25741.45,28250.70,30672.29,30186.20,27884.64
Myanmar,MMR,null,26.31,26.99,28.45,20.04,16.60,12.80,12.92,20.42,20.70,21.23,20.04,22.21,22.81,33.44,36.87,36.90,31.23,28.00,27.46,29.53,30.45,36.46,39.11,36.38,34.52,41.09,36.75,34.74,41.12,49.26,51.02,52.26,65.51,88.09,111.14,129.57,125.10,101.14,122.21,146.60,131.72,128.10,161.06,193.37,216.31,240.62,314.20,460.91,586.17,746.95,1061.34,1134.30,1168.17,1210.10,1196.74,1136.61,1151.11,1250.17,1271.11,1467.60
Middle East & North Africa (excluding high income),MNA,null,null,null,null,null,213.92,217.04,228.66,244.82,264.43,290.90,324.98,378.00,489.15,726.70,823.66,989.86,1114.85,1165.40,1412.55,1642.27,1554.65,1728.58,1882.70,1932.07,2042.85,2227.60,1891.44,1687.30,1650.47,2241.41,1132.14,1216.72,1220.54,1279.82,1460.05,1649.36,1710.41,1711.90,1828.29,1904.95,1892.55,1809.62,1942.43,2268.07,2631.70,2998.72,3612.12,4382.01,4198.70,4746.48,4620.92,4927.38,4474.40,4327.54,3807.58,3791.30,3676.93,3447.44,3449.77,3018.43
Montenegro,MNE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1627.07,1909.60,2106.64,2789.16,3380.17,3674.62,4425.68,5976.39,7367.75,6727.11,6688.48,7328.93,6586.72,7186.43,7378.35,6514.27,7028.94,7784.07,8845.91,8910.65,7677.15
Mongolia,MNG,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1332.64,1435.77,1495.02,1121.66,1137.69,1465.45,1485.53,1533.45,1670.70,1172.45,1072.64,587.30,339.52,405.98,631.92,580.91,505.59,477.33,444.99,474.22,524.05,571.59,646.19,797.98,998.83,1334.21,1632.73,2136.56,1714.36,2643.29,3757.57,4351.89,4366.09,4158.52,3875.32,3658.39,3687.10,4156.85,4404.85,4060.95
Northern Mariana Islands,MNP,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21981.78,21379.02,21139.06,18763.15,17714.63,16988.14,17191.19,14669.52,14804.25,13496.75,13736.97,14091.19,15044.94,16314.38,21891.18,27584.74,22886.67,20659.64,null
Mozambique,MOZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,272.61,191.22,189.94,187.08,187.29,241.65,283.51,313.07,346.58,319.36,296.27,302.55,326.08,383.27,416.81,435.33,482.20,563.65,520.40,471.90,594.59,657.64,664.08,673.97,589.86,428.93,461.42,503.32,506.64,448.54
Mauritania,MRT,null,181.84,182.18,181.09,234.63,258.99,262.31,269.84,288.44,265.17,269.80,283.98,321.71,393.28,474.52,528.62,565.58,566.23,553.76,636.22,680.19,696.82,678.71,692.79,620.76,567.25,648.55,715.34,732.97,731.95,740.74,1021.92,1010.10,840.26,862.27,904.09,898.51,851.43,814.17,775.27,676.57,646.12,639.67,717.90,803.78,970.84,1259.54,1357.12,1579.51,1389.34,1610.92,1879.77,1815.22,1892.09,1677.11,1524.07,1536.85,1587.61,1670.20,1743.30,1701.99
Mauritius,MUS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,776.64,893.91,1087.70,1275.04,1171.58,1165.16,1086.54,1088.44,1027.99,1054.47,1422.56,1815.35,2046.05,2075.54,2506.18,2669.33,2973.21,2973.80,3197.33,3599.56,3899.44,3646.63,3593.23,3695.93,3929.08,3856.63,4018.95,4793.72,5388.07,5282.91,5695.97,6574.65,8030.06,7318.13,8000.38,9197.03,9291.23,9637.00,10153.94,9260.45,9681.62,10484.91,11208.34,11097.17,8627.84
Malawi,MWI,44.52,46.58,47.70,48.51,48.29,55.50,61.41,62.02,54.92,58.01,61.77,75.66,81.89,87.23,104.80,113.88,120.87,141.01,160.94,174.19,198.01,193.02,179.73,181.54,173.45,155.66,154.40,145.32,159.77,175.22,199.99,229.53,185.79,213.24,121.26,141.95,227.58,259.45,165.90,163.61,156.39,150.15,298.43,267.40,282.57,289.56,308.16,332.26,387.61,438.21,478.67,534.95,391.56,348.43,371.27,380.60,315.78,506.14,544.59,591.85,636.82
Malaysia,MYS,234.94,225.93,230.26,279.72,289.01,310.33,321.09,317.42,323.40,347.37,357.66,383.67,445.35,661.02,799.93,764.57,886.23,1027.29,1246.56,1576.05,1774.74,1769.10,1852.26,2047.77,2234.26,2000.15,1728.68,1947.81,2072.08,2216.25,2441.74,2653.53,3113.65,3433.16,3728.11,4329.71,4798.61,4637.87,3263.33,3492.67,4043.66,3913.43,4165.73,4461.85,4952.21,5587.02,6209.13,7243.46,8474.59,7292.49,9040.57,10399.37,10817.43,10970.10,11319.06,9955.24,9817.79,10259.30,11380.08,11432.82,10412.35
North America,NAC,2939.45,2991.59,3155.10,3283.14,3480.43,3729.97,4044.25,4231.87,4579.98,4912.49,5129.09,5504.82,5997.49,6640.81,7206.82,7773.08,8613.03,9400.47,10424.53,11515.46,12437.78,13816.08,14242.85,15336.63,16803.69,17833.07,18619.66,19672.46,21172.75,22644.66,23645.61,24086.22,24967.71,25765.54,26925.46,27891.39,29105.32,30518.04,31691.92,33319.27,35155.80,35831.04,36674.73,38400.82,40777.43,43360.45,45738.09,47660.55,48229.13,46495.72,48387.21,50123.85,51717.79,53068.03,54648.02,55542.97,56451.52,58605.34,61391.27,63342.98,61502.10
Namibia,NAM,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2289.92,2081.39,1917.23,2030.18,1678.79,1342.25,1459.02,1787.47,1866.80,1829.07,1947.06,2029.86,2260.81,2090.69,2303.33,2444.00,2398.26,2446.93,2236.67,2193.22,2185.60,1950.65,1808.88,2621.70,3464.42,3739.53,4059.10,4405.41,4212.37,4295.39,5395.00,5806.75,5942.29,5392.09,5469.90,4896.62,4546.99,5367.11,5588.39,5009.69,4179.28
New Caledonia,NCL,null,null,null,null,null,1763.48,1756.22,1865.67,2165.90,2529.89,3203.71,3449.88,4038.32,4220.18,4865.68,6163.41,5957.56,6158.97,6152.76,7561.20,8443.16,6817.83,6208.65,5540.40,5249.36,5534.61,7634.71,9271.61,12665.91,13092.33,14800.79,15133.16,16261.96,15297.05,16037.03,18721.06,18257.22,16339.81,17324.25,17435.75,16039.17,15174.28,16885.89,21817.32,25770.53,26861.70,29604.05,36864.86,37353.74,35391.09,37494.90,40697.65,37294.02,38503.25,39675.57,32520.29,32391.20,33976.56,36382.49,34788.53,null
Niger,NER,132.65,139.34,148.19,158.72,153.26,172.04,174.35,160.59,150.38,142.70,144.09,149.54,155.78,193.06,203.57,202.26,199.53,235.19,313.90,362.50,418.86,352.21,318.06,276.18,217.47,208.30,267.47,304.68,302.10,280.14,437.59,396.42,395.28,344.53,211.39,242.62,244.81,225.02,250.66,232.19,197.83,208.38,228.24,268.35,286.49,321.72,336.28,390.28,478.50,464.06,476.87,512.60,529.74,552.57,564.60,484.15,500.21,517.77,570.72,554.10,567.67
Nigeria,NGA,92.96,96.98,104.39,107.54,113.17,117.19,124.31,99.41,97.20,121.25,224.10,160.25,209.23,252.23,402.85,438.33,556.70,536.22,527.31,662.26,874.40,2180.20,1843.91,1222.63,902.22,882.52,639.01,598.26,549.24,474.23,567.53,502.91,477.18,270.22,321.32,408.18,461.52,479.98,469.43,497.84,567.93,590.38,741.75,795.39,1007.87,1268.38,1656.42,1883.46,2259.11,1911.61,2280.44,2487.60,2723.82,2961.55,3098.99,2687.48,2176.00,1968.57,2027.78,2229.86,2097.09
Nicaragua,NIC,126.25,131.45,140.56,150.50,170.43,273.91,284.56,299.08,307.29,320.43,322.70,333.11,344.25,414.44,558.86,566.62,638.30,750.25,695.98,481.76,670.44,728.63,713.48,772.84,852.47,718.68,754.80,985.05,658.46,248.15,241.88,348.86,410.77,393.60,847.37,890.01,908.63,909.34,943.92,972.89,1007.50,1034.55,1000.94,1005.73,1080.27,1162.29,1226.64,1327.97,1499.26,1444.37,1503.86,1655.80,1760.46,1811.64,1934.06,2049.85,2107.57,2159.16,2014.58,1926.70,1905.26
Netherlands,NLD,1068.78,1159.39,1240.68,1328.04,1541.95,1708.10,1835.80,1991.36,2185.25,2642.96,2927.07,3378.61,4104.45,5345.58,6440.98,7335.51,7925.69,9166.81,11179.39,12798.54,13791.86,11520.45,11072.66,10680.36,9977.16,9926.13,13783.85,16709.56,17744.50,17397.69,21290.86,21732.23,23904.04,23122.41,24646.31,29258.13,29006.81,26700.54,27885.81,28263.10,26149.41,26873.28,29204.04,35672.21,40362.39,41979.06,44863.35,51733.44,57644.48,52514.03,50950.03,54159.35,50073.01,52184.06,52830.17,45175.23,46007.85,48554.99,53018.63,52476.27,52397.12
Norway,NOR,1441.76,1560.32,1667.25,1775.58,1937.88,2164.47,2317.19,2514.04,2662.12,2875.24,3306.22,3736.35,4413.58,5689.59,6811.53,8204.45,8927.20,10266.12,11462.64,13046.54,15772.24,15512.51,15224.89,14927.52,14989.49,15753.55,18883.27,22505.90,24207.28,24281.10,28242.94,28596.93,30523.99,27963.67,29315.84,34875.70,37321.97,36629.03,34788.36,36371.05,38131.46,38542.72,43084.47,50134.89,57603.84,66810.48,74148.32,85139.96,96944.10,79977.70,87693.79,100600.56,101524.14,102913.45,97019.18,74355.52,70460.56,75496.75,82267.81,75719.75,67329.68
Nepal,NPL,50.30,51.81,55.03,46.86,46.00,67.01,81.16,73.97,66.55,66.64,71.72,71.63,81.39,75.64,92.75,117.42,105.89,98.54,111.81,126.13,129.59,148.08,152.29,151.99,156.65,155.41,165.36,167.80,193.50,191.12,191.88,202.08,170.59,178.63,193.28,203.98,204.69,217.79,210.61,214.11,229.49,246.73,244.72,252.40,286.16,315.81,346.95,391.38,470.46,478.17,592.40,799.58,804.14,823.36,844.85,901.75,899.52,1048.45,1178.53,1194.96,1155.14
Nauru,NRU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4752.18,6560.27,9562.67,9648.50,10171.48,8341.01,9521.04,10339.39,11614.67,11029.74,10580.27
New Zealand,NZL,2312.95,2343.29,2448.63,2622.22,2813.55,2151.29,2191.31,2188.40,1885.16,2077.90,null,2772.92,3294.65,4323.20,4610.57,4171.77,4373.84,4950.59,5936.99,6668.14,7467.17,7813.89,7656.48,7598.31,6713.76,7600.57,9427.55,12330.92,13759.16,13312.39,13663.02,12230.07,11793.14,13094.35,15280.31,17400.42,18794.44,17474.19,14738.45,15322.22,13641.10,13882.86,16874.19,21913.71,25420.23,27751.07,26654.59,32479.98,31252.96,28209.36,33676.77,38387.63,39973.38,42976.65,44572.90,38630.73,40080.49,42992.90,43306.07,42755.22,41441.47
OECD members,OED,1335.44,1384.98,1474.28,1567.44,1690.11,1810.72,1963.16,2082.75,2233.62,2429.34,2618.52,2862.54,3282.41,3921.96,4347.29,4822.04,5179.09,5787.71,6887.88,7880.90,8677.30,8752.99,8547.28,8753.90,9082.95,9491.05,11403.98,13102.24,14650.62,15203.98,16978.03,17798.87,18964.57,19054.28,20278.23,22178.11,22192.04,21686.25,21747.57,22671.82,22995.01,22615.32,23407.69,26004.15,28738.72,30180.98,31604.62,34324.69,36101.04,33554.61,34973.12,37429.71,37174.63,37431.36,37962.66,35612.51,36072.08,37407.26,39372.84,39552.66,38218.87
Oman,OMN,null,null,null,null,null,101.26,105.56,162.32,277.91,342.48,354.08,401.90,472.52,598.57,1954.88,2377.11,2760.54,2803.39,2653.28,3419.27,5181.83,5947.28,5855.82,5828.10,6164.19,6677.40,4691.21,4822.10,4997.39,5382.73,6448.14,5988.87,6278.65,6029.18,6013.20,6261.76,6830.64,7039.62,6215.72,6915.37,8601.27,8475.97,8626.97,9066.31,10126.14,12377.08,14420.51,15838.47,22139.74,16823.79,21369.35,23837.31,24988.01,23888.63,23017.93,18444.93,16772.74,17329.19,18947.37,17700.70,14485.39
Other small states,OSS,null,null,null,null,null,null,null,null,null,null,284.38,330.82,392.28,556.86,1005.78,1099.63,1339.00,1476.71,1595.33,2026.87,2751.57,2702.80,2496.20,2302.06,2262.53,2096.15,2067.81,2389.59,2615.21,2670.56,3122.90,3146.57,3367.59,3151.47,3239.61,3672.30,3802.31,3880.09,3734.03,3941.00,4370.09,4274.29,4534.11,5547.42,6753.97,8008.48,9187.78,10954.54,13045.05,10905.70,12378.49,14895.52,15212.81,15552.69,15730.92,12779.22,12384.40,13201.52,14354.45,13799.59,11766.97
Pakistan,PAK,83.34,89.41,91.32,95.70,104.88,116.45,125.55,139.12,145.95,153.42,172.47,178.56,153.38,101.16,137.11,168.08,191.30,213.17,243.34,260.56,303.05,348.30,368.28,332.52,349.18,337.83,335.02,339.33,379.45,384.36,371.68,411.86,429.15,442.49,434.47,489.88,497.22,476.38,461.22,454.28,576.20,544.49,534.30,599.38,687.84,748.92,836.86,908.10,990.85,958.00,987.41,1164.98,1198.12,1208.92,1251.18,1356.67,1368.43,1464.93,1482.21,1288.56,1188.86
Panama,PAN,474.09,513.25,542.33,583.41,608.10,648.44,686.07,742.11,775.64,827.17,889.24,974.94,1040.81,1157.62,1287.95,1395.48,1444.75,1489.96,1721.77,1918.16,2332.13,2577.75,2782.29,2791.77,2849.05,2947.69,2996.62,2945.17,2492.14,2446.23,2603.85,2803.94,3122.09,3339.91,3489.15,3494.52,3529.85,3741.29,3974.66,4082.61,4060.32,4046.43,4126.23,4267.29,4592.15,4916.91,5348.88,6166.19,7154.27,7576.14,8082.02,9358.27,10722.26,11889.10,12796.07,13630.30,14343.98,15146.41,15545.00,15774.25,12509.84
Peru,PER,253.26,277.57,305.76,325.52,382.74,441.18,507.53,500.87,450.40,490.41,552.18,599.12,646.14,752.22,922.85,1094.16,1006.89,899.26,748.99,932.75,1033.42,1203.71,1182.73,919.17,910.97,836.95,753.53,1000.53,729.88,1040.96,1196.59,1524.77,1566.01,1488.03,1881.74,2194.02,2232.08,2306.44,2163.12,1924.49,1955.59,1941.48,2021.24,2145.64,2417.03,2729.50,3154.33,3606.07,4220.62,4196.31,5082.35,5869.32,6528.97,6756.75,6672.88,6229.10,6205.00,6710.51,6957.79,7027.61,6126.87
Philippines,PHL,286.10,300.84,176.46,189.75,198.73,210.85,225.61,235.34,255.44,275.16,211.13,227.28,239.11,292.46,388.79,408.74,456.60,510.74,574.55,677.49,778.08,832.08,843.72,734.49,676.36,644.15,609.58,659.95,733.94,804.00,816.03,816.08,929.29,931.57,1073.02,1212.94,1325.57,1288.58,997.59,1122.03,1072.80,990.57,1036.16,1048.01,1121.49,1244.35,1452.44,1744.64,1998.03,1904.20,2217.47,2450.74,2694.31,2871.43,2959.65,3001.04,3073.65,3123.25,3252.11,3485.34,3298.83
Palau,PLW,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7657.95,8092.21,8307.96,7771.21,8317.11,9626.61,9843.05,10381.42,10598.88,10252.75,10356.63,11094.83,12044.11,12561.34,13711.76,15876.46,16835.99,16019.99,15895.26,15232.49,14243.86
Papua New Guinea,PNG,102.18,106.59,111.60,115.66,125.43,138.47,153.95,170.10,182.62,202.75,231.95,251.87,294.30,434.60,479.05,432.04,469.55,496.80,574.85,659.45,712.92,681.02,628.52,661.89,641.99,593.82,632.52,732.39,831.03,786.88,697.54,801.47,905.25,1005.15,1086.29,893.77,970.09,906.36,678.90,608.28,602.19,515.68,491.83,568.25,618.04,749.19,1256.98,1401.95,1672.95,1626.31,1949.35,2406.91,2790.68,2729.89,2920.78,2679.35,2509.63,2695.25,2801.37,2820.31,2757.22
Poland,POL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1731.21,2235.54,2459.02,2497.20,2874.83,3686.82,4147.47,4123.14,4518.11,4398.08,4501.45,4991.24,5207.17,5701.60,6681.39,8021.51,9035.41,11254.52,13996.03,11526.06,12613.01,13879.56,13097.27,13696.47,14271.31,12578.50,12447.44,13864.68,15468.48,15732.20,15720.99
Pre-demographic dividend,PRE,111.77,112.39,120.24,136.88,124.52,136.99,146.82,135.22,138.97,153.42,182.87,174.14,197.30,235.94,325.51,361.44,411.62,441.96,477.61,585.28,695.86,948.02,866.88,673.59,598.78,603.61,570.76,614.10,606.53,578.60,892.91,390.72,362.75,317.28,289.10,361.24,389.71,418.00,420.17,447.25,504.03,468.32,521.71,550.72,668.01,810.32,990.87,1166.61,1420.69,1253.73,1417.98,1592.46,1684.42,1798.17,1838.71,1558.66,1385.78,1407.10,1462.37,1489.82,1332.05
Puerto Rico,PRI,717.51,777.22,854.74,931.75,1006.43,1110.83,1207.81,1335.27,1480.69,1661.87,1852.35,2044.32,2246.48,2432.41,2614.50,2738.24,2946.46,3208.77,3567.75,4024.51,4502.84,4920.72,5115.01,5217.72,5730.12,6008.05,6455.18,6980.49,7595.44,8033.09,8652.51,9064.02,9659.34,10212.28,10876.42,11579.19,12173.16,12817.64,14304.40,15220.99,16192.13,18123.20,18731.46,19557.12,20988.99,21959.32,22935.94,23664.88,24898.33,25768.73,26435.75,27278.88,27944.73,28513.17,28981.46,29763.49,30627.16,31108.76,31604.70,32850.55,32290.92
"Korea, Dem. People's Rep.",PRK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Portugal,PRT,360.50,382.73,407.85,432.51,468.78,520.91,575.01,646.82,719.08,795.76,934.08,1064.54,1302.27,1747.99,2000.42,2127.64,2173.28,2267.37,2457.31,2755.62,3368.37,3245.98,3079.95,2735.49,2522.75,2705.19,3861.95,4803.87,5623.70,6056.38,7884.62,8958.99,10810.57,9534.66,9977.32,11781.36,12185.09,11575.51,12199.21,12471.08,11497.75,11724.61,12875.32,15762.98,18031.00,18773.13,19822.85,22782.09,24847.55,23059.80,22498.69,23186.91,20564.89,21647.04,22074.30,19242.37,19978.40,21437.35,23551.05,23330.82,22176.30
Paraguay,PRY,null,null,null,null,null,204.20,208.85,215.07,220.10,230.50,240.27,262.07,296.11,374.34,489.56,541.49,593.65,712.66,849.52,1103.91,1398.05,1718.50,1608.72,1635.63,1260.74,892.89,984.38,1020.38,1063.47,1156.92,1376.17,1611.40,1610.21,1591.37,1686.85,1897.10,2002.68,1993.80,1812.99,1694.11,1663.60,1565.05,1300.85,1365.42,1679.50,1843.63,2271.09,2976.82,4047.91,3626.82,4359.43,5329.39,5185.14,5936.98,6118.32,5413.78,5324.61,5678.87,5782.78,5380.96,5001.07
West Bank and Gaza,PSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1201.58,1326.56,1317.47,1389.16,1465.05,1499.49,1476.17,1335.55,1156.22,1257.70,1422.19,1543.70,1570.10,1664.25,2035.20,2191.78,2557.08,2880.80,3067.44,3315.30,3352.11,3272.15,3527.61,3620.36,3562.33,3656.86,3239.73
Pacific island small states,PSS,null,null,null,null,null,null,null,null,null,null,null,371.79,437.23,583.78,812.38,888.82,873.17,892.64,1014.19,1216.59,1381.52,1391.10,1326.69,1232.98,1271.76,1182.03,1269.25,1217.41,1231.00,1256.77,1387.66,1452.74,1566.58,1631.79,1889.87,2018.18,2129.48,2104.97,1780.27,1935.28,1755.42,1711.10,1776.62,2060.33,2349.74,2568.75,2672.03,2909.13,3063.48,2706.03,2965.36,3440.61,3608.82,3702.17,3970.74,3832.18,3963.69,4220.26,4340.02,4270.41,3768.54
